inf,inf,inf,inf,inf,inf
-0.22627598,0.000145728,-0.125839889,-0.221549079,-0.236590013,-0.056552473
-0.206013516,-0.109453313,-0.1676936,-0.233028576,-0.262448668,-0.060468428
-0.149894834,-0.127267912,-0.315612823,-0.247942403,-0.260090292,-0.155175328
-0.113052011,-0.099166214,-0.308151662,-0.247490004,-0.229243442,-0.185017839
-0.020259703,-0.002276208,-0.295162082,-0.198770255,-0.162214234,-0.224872872
0.010257957,0.03726548,-0.302214563,-0.164647043,-0.149840087,-0.243021667
0.057770651,0.063897558,-0.306631535,-0.113734059,-0.124423794,-0.269027859
0.08126583,0.066169329,-0.337565035,-0.096393242,-0.119871795,-0.301251829
0.061158765,0.07215064,-0.339417309,-0.098291472,-0.113083303,-0.298680991
0.070420638,0.079707064,-0.33786884,-0.091342546,-0.107655562,-0.300940394
0.080542788,0.081205107,-0.333006859,-0.086068675,-0.104394436,-0.297290742
0.07336399,0.085788772,-0.349917859,-0.088691682,-0.101693951,-0.31215331
0.07668414,0.109710671,-0.360299319,-0.083670549,-0.08867529,-0.328944445
0.07960403,0.10886284,-0.365037858,-0.08135654,-0.087979265,-0.330302149
0.072538592,0.111139514,-0.359142065,-0.086577088,-0.089802362,-0.320237517
0.064393982,0.102896385,-0.352653205,-0.090616442,-0.094537042,-0.311269522
-0.010518996,-0.041190542,-0.351459086,-0.203540742,-0.152849689,-0.271340609
-0.131256774,-0.058563415,-0.34343797,-0.237324715,-0.20050399,-0.213113576
-0.178837553,-0.023902386,-0.248352081,-0.232830435,-0.203020051,-0.157968298
-0.208271489,-0.015301958,-0.193964973,-0.215613976,-0.200161219,-0.102862313
-0.212080315,0.006773144,-0.186210826,-0.207289994,-0.192702264,-0.100561917
-0.217511952,0.032504492,-0.140975595,-0.201634005,-0.187405065,-0.060828596
-0.206688628,0.04678911,-0.149141893,-0.198090225,-0.184428126,-0.07148359
-0.202692449,0.05499107,-0.133223996,-0.19575955,-0.182337478,-0.05968143
-0.205154285,0.056471203,-0.134099066,-0.195276275,-0.180951461,-0.058410022
-0.201070413,0.059397228,-0.137536153,-0.19434467,-0.179991752,-0.063674957
-0.199216977,0.05862898,-0.143934578,-0.194075212,-0.180460393,-0.067159183
-0.199637443,0.057983514,-0.152985603,-0.194844723,-0.180072919,-0.076635346
-0.197918475,0.057739727,-0.154180244,-0.194441706,-0.179703191,-0.076939419
-0.199839115,0.057487968,-0.156464309,-0.194879532,-0.180372879,-0.079159826
-0.197613135,0.057188589,-0.164634779,-0.193001062,-0.18017067,-0.086410932
-0.197438121,0.058118422,-0.159287781,-0.191686705,-0.179832384,-0.080844767
-0.198626548,0.057928137,-0.159636453,-0.191577166,-0.179709777,-0.081749693
-0.198450699,0.057950798,-0.172276393,-0.191281736,-0.179588929,-0.091591477
-0.197980285,0.057960443,-0.173368111,-0.190831646,-0.179451883,-0.092551187
-0.197471187,0.058701009,-0.175270498,-0.189934656,-0.178290159,-0.094501197
-0.197270289,0.058648359,-0.173949286,-0.190005437,-0.178107604,-0.093613327
-0.197057605,0.059016451,-0.171550602,-0.188951895,-0.177755788,-0.092437953
-0.197017893,0.059401173,-0.174665287,-0.188915581,-0.177039564,-0.0955934
-0.197073013,0.059367839,-0.183143735,-0.188858077,-0.177128911,-0.1033675
-0.197982475,0.059136383,-0.174015209,-0.188824564,-0.177468121,-0.098214164
-0.197965816,0.057555694,-0.171365395,-0.189964876,-0.178748667,-0.09515702
-0.197886944,0.057382084,-0.164120182,-0.190851733,-0.178944409,-0.089211203
-0.196536437,0.057412963,-0.152429655,-0.190744802,-0.178887174,-0.078412995
-0.196896896,0.057810504,-0.15161933,-0.1912117,-0.178360328,-0.075801209
-0.196497932,0.057984781,-0.152572319,-0.191628531,-0.177670285,-0.076913819
-0.195156589,0.057724576,-0.154408187,-0.191649377,-0.177586034,-0.077685647
-0.193092048,0.056014124,-0.154488951,-0.191378891,-0.178226203,-0.077012867
-0.19287163,0.056444276,-0.158137396,-0.191229969,-0.178169176,-0.080284759
-0.192891821,0.056237716,-0.160446122,-0.191379532,-0.178177714,-0.080827057
-0.19370845,0.056861229,-0.143090859,-0.191527098,-0.178162128,-0.066300258
-0.194247663,0.056975417,-0.143173397,-0.191443324,-0.177991435,-0.066138707
-0.194904357,0.056725599,-0.148606285,-0.192125633,-0.178860143,-0.070311219
-0.195581645,0.055978775,-0.150393039,-0.193231761,-0.179968417,-0.072370939
-0.195513979,0.05621247,-0.159789398,-0.192854315,-0.179223895,-0.083514385
-0.195244685,0.05401269,-0.16211395,-0.191690385,-0.1802755,-0.083615117
-0.195404634,0.054427732,-0.157604232,-0.191688806,-0.179519668,-0.078388341
-0.195433021,0.054409113,-0.151978612,-0.191549316,-0.179156169,-0.072975062
-0.195604026,0.054359689,-0.154992402,-0.190787688,-0.17902337,-0.076166257
-0.195603162,0.053536344,-0.153924376,-0.190337405,-0.179047018,-0.074219242
inf,inf,inf,inf,inf,inf
-0.165484399,4.15E-05,-0.190726846,-0.203655288,-0.205060646,-0.103922032
-0.152202442,-0.116617613,-0.316295683,-0.225503221,-0.241683021,-0.156292036
-0.134777248,-0.114659451,-0.313213885,-0.227563486,-0.240199819,-0.166305155
-0.105778836,-0.08692611,-0.292898804,-0.226826742,-0.239060432,-0.179868788
-0.041235086,-0.041380048,-0.290140092,-0.192188129,-0.194708422,-0.212373719
0.003285098,0.035667419,-0.323416352,-0.139803976,-0.14957428,-0.260149509
0.039108921,0.08136493,-0.34251079,-0.100538068,-0.116224922,-0.293651849
0.065060899,0.089662664,-0.323756397,-0.083633043,-0.096243277,-0.279392302
0.061003301,0.093671709,-0.361579627,-0.087915733,-0.087403655,-0.317869782
0.070558183,0.084051624,-0.353444964,-0.081628524,-0.097344197,-0.308165342
0.074038163,0.086796895,-0.348558366,-0.078025252,-0.100613803,-0.30683279
0.069054782,0.08680217,-0.353046805,-0.075950392,-0.103247792,-0.311325669
0.070245668,0.081094258,-0.345782816,-0.077764846,-0.107665993,-0.302570045
0.062808849,0.077110685,-0.341414899,-0.084258117,-0.110332824,-0.294681072
0.033145398,-0.032998569,-0.339190245,-0.153853923,-0.144311324,-0.269947022
-0.068433374,-0.125622988,-0.3589333,-0.212225899,-0.205930695,-0.234169513
-0.147675395,-0.069231249,-0.267872632,-0.231714562,-0.214420974,-0.160941586
-0.198699549,-0.038902044,-0.225018397,-0.227718547,-0.207414985,-0.13408871
-0.205403134,0.007099242,-0.209984273,-0.208478078,-0.198513925,-0.119706936
-0.211184725,0.028002422,-0.208410323,-0.200684175,-0.195158154,-0.120016739
-0.207247362,0.042413622,-0.210924864,-0.197302535,-0.191723734,-0.125528455
-0.207939565,0.048819914,-0.21059671,-0.195238441,-0.189868271,-0.123325706
-0.206470326,0.050465677,-0.210232079,-0.193830609,-0.188321009,-0.122739665
-0.207306221,0.050406631,-0.207563341,-0.193394378,-0.187307119,-0.119955547
-0.200311467,0.048537318,-0.204550087,-0.193916813,-0.189647391,-0.115474045
-0.194382012,0.047319286,-0.205832571,-0.193966225,-0.191185206,-0.113387413
-0.190368429,0.04685948,-0.198966116,-0.193575919,-0.190496981,-0.103445604
-0.187878385,0.0470847,-0.197268531,-0.193157062,-0.19023864,-0.103054911
-0.188186437,0.047328074,-0.197527766,-0.192825451,-0.189879447,-0.103327706
-0.18774271,0.04960826,-0.199771792,-0.192605361,-0.188570514,-0.106455795
-0.189594388,0.05000389,-0.20104526,-0.193463564,-0.1880382,-0.108930729
-0.189206988,0.051247142,-0.203474373,-0.193266958,-0.186510131,-0.11432565
-0.188652441,0.05163464,-0.2041675,-0.193134055,-0.18637757,-0.115043364
-0.189371914,0.052736405,-0.204992458,-0.193073273,-0.185120866,-0.115585461
-0.189722419,0.052674811,-0.202012464,-0.19317241,-0.184313893,-0.113867931
-0.192242861,0.052695218,-0.19694382,-0.193123892,-0.183980614,-0.11111293
-0.192418754,0.05282218,-0.194230035,-0.1929809,-0.182476506,-0.107927062
-0.194166467,0.052874941,-0.195163667,-0.192928433,-0.180987999,-0.108600043
-0.194951952,0.053338576,-0.195825338,-0.192797258,-0.180525258,-0.1088221
-0.194526836,0.053908631,-0.18252717,-0.192290172,-0.178407535,-0.099731244
-0.194448143,0.053884197,-0.183977768,-0.191567287,-0.178202689,-0.099987127
-0.194290102,0.054331381,-0.185596734,-0.19137688,-0.177734077,-0.101208016
-0.194209084,0.053845331,-0.1868276,-0.191550449,-0.178281233,-0.102138162
-0.194118947,0.054520465,-0.191002592,-0.191522956,-0.177670196,-0.107960239
-0.193689436,0.054520182,-0.191412151,-0.19099091,-0.177719697,-0.109650835
-0.193781674,0.054040611,-0.191835597,-0.19134967,-0.178135976,-0.10944394
-0.193741798,0.054300342,-0.189619496,-0.191385552,-0.177724898,-0.106844939
-0.194548801,0.054311931,-0.193124563,-0.191925257,-0.177780613,-0.109327219
-0.19486627,0.054024503,-0.190649733,-0.192020819,-0.177784517,-0.107865475
-0.194856793,0.053854991,-0.190736979,-0.192026392,-0.177913129,-0.10884928
-0.194338813,0.053848613,-0.18858172,-0.190204263,-0.177917778,-0.107932441
-0.194086492,0.053766131,-0.193839341,-0.189852744,-0.178384423,-0.111694664
-0.194365412,0.054520346,-0.197815746,-0.190166205,-0.176914483,-0.115492836
-0.194218606,0.053672403,-0.207782403,-0.189356178,-0.176917091,-0.12159951
-0.194250822,0.053457201,-0.210788831,-0.189111531,-0.176834315,-0.125890478
-0.193774909,0.051991358,-0.212367669,-0.188968137,-0.178209737,-0.127827808
-0.193371087,0.05197145,-0.213530928,-0.188830808,-0.17855528,-0.131162375
-0.193228766,0.050975628,-0.216979414,-0.188932076,-0.179406062,-0.135070741
-0.193386272,0.050250534,-0.218242839,-0.188389257,-0.179435179,-0.135528758
-0.193365201,0.050320324,-0.217768177,-0.187060907,-0.179065049,-0.135008574
inf,inf,inf,inf,inf,inf
-0.192958876,-0.009224279,-0.191031665,-0.209612817,-0.222738802,-0.095846333
-0.179594994,-0.13736251,-0.309301347,-0.222310811,-0.268082798,-0.113305017
-0.127124608,-0.150580853,-0.372195274,-0.239398018,-0.248197332,-0.211679772
-0.031914271,-0.078535691,-0.322713077,-0.218663439,-0.190789565,-0.232719526
0.043848742,0.050324507,-0.350624323,-0.138879716,-0.118404604,-0.302439541
0.064758785,0.089306921,-0.383941859,-0.10729745,-0.090677969,-0.339948773
0.045378663,0.094917119,-0.377121478,-0.113785207,-0.082257502,-0.32579878
0.036237177,0.09988495,-0.372717321,-0.116438985,-0.084534839,-0.321103454
0.014550407,-0.094258331,-0.382765323,-0.198625833,-0.151144221,-0.295383722
-0.094347097,-0.178088874,-0.485889673,-0.236503839,-0.224039376,-0.29418692
