inf	inf	inf	inf	inf	inf
-0.338232815	-0.136784285	-0.246756762	-0.370657206	-0.367128491	-0.208621278
-0.240910605	-0.122322604	-0.235570908	-0.334305853	-0.335869491	-0.147176936
-0.106330849	0.012531246	-0.304016829	-0.227023348	-0.238284364	-0.241761863
-0.052431289	0.052279621	-0.347364306	-0.171889499	-0.208091602	-0.291409373
-0.053314704	0.052236922	-0.349092513	-0.177197739	-0.205463931	-0.296309263
-0.069901906	0.050072867	-0.369324327	-0.197032094	-0.209219798	-0.310417861
-0.077305675	0.042685561	-0.378642529	-0.211038038	-0.214262173	-0.316473305
-0.065198205	0.046441149	-0.38100633	-0.203962833	-0.209200144	-0.314369291
-0.068030506	0.04921329	-0.381352007	-0.198279172	-0.209387496	-0.316774696
-0.072975717	0.049009878	-0.380213201	-0.195894212	-0.210711837	-0.315755844
-0.090038091	-0.014350156	-0.351348639	-0.210944533	-0.21616669	-0.253578007
-0.111087598	-0.084616415	-0.359703183	-0.226729438	-0.229988247	-0.220832527
-0.196398392	-0.064849108	-0.260300875	-0.242978558	-0.250279367	-0.151929647
-0.233347014	-0.037241865	-0.244110763	-0.238618061	-0.248870268	-0.146554872
-0.225959465	-0.045803208	-0.180642441	-0.210956872	-0.255048633	-0.102695212
-0.213671938	-0.039000746	-0.203625262	-0.200356215	-0.25463149	-0.113430627
-0.207030594	-0.013743734	-0.227234066	-0.20289959	-0.232415423	-0.138659239
-0.214456007	-0.008812222	-0.228501916	-0.206542298	-0.228497237	-0.136801869
-0.217358053	0.002814658	-0.235254601	-0.208725914	-0.220058575	-0.146685943
-0.222850233	0.009423045	-0.205057546	-0.231463432	-0.216418996	-0.124615513
-0.222452939	0.014279558	-0.188247725	-0.24062416	-0.215293214	-0.118408218
-0.225830778	0.026528789	-0.199343398	-0.250454336	-0.205424502	-0.122922465
-0.225717545	0.02382802	-0.207614377	-0.251929373	-0.206655994	-0.128464192
-0.223481312	0.031691473	-0.213577434	-0.252263278	-0.196194991	-0.14311114
-0.222258613	0.029055037	-0.234517336	-0.251349807	-0.197435379	-0.160490423
-0.213203579	0.029511392	-0.295179069	-0.249649197	-0.190599769	-0.205987707
-0.2111599	0.02917687	-0.311241478	-0.249142811	-0.190955669	-0.219252422
-0.210515797	0.032204088	-0.312298983	-0.248449877	-0.187966868	-0.223898649
-0.209913835	0.0314495	-0.301772088	-0.248200819	-0.189575791	-0.21499081
-0.209825158	0.030993694	-0.297268093	-0.247910142	-0.190301299	-0.210509151
-0.210360914	0.030513372	-0.294975907	-0.247711197	-0.190225989	-0.207616374
-0.212362051	0.028035892	-0.29315418	-0.248707667	-0.191464439	-0.204376444
-0.211874828	0.023863386	-0.291038454	-0.24857153	-0.192239121	-0.200879738
-0.212216467	0.02103781	-0.281132847	-0.249921024	-0.19252266	-0.189567551
-0.212157965	0.018349042	-0.276424587	-0.249543995	-0.19721669	-0.184272021
-0.210598558	0.018009024	-0.275178194	-0.250669688	-0.198600158	-0.183192149
-0.209544778	0.017086091	-0.266437232	-0.250918686	-0.200331256	-0.177913681
-0.209505841	0.017031007	-0.258624554	-0.252705514	-0.20222573	-0.171577916
-0.209555686	0.016978187	-0.258839667	-0.252600849	-0.202657267	-0.1718826
-0.209305689	0.01742143	-0.25915733	-0.252028733	-0.202406496	-0.174137771
-0.210464254	0.017357297	-0.256723762	-0.25195089	-0.203019232	-0.170074806
-0.212044731	0.017310729	-0.256907523	-0.251956552	-0.203892887	-0.170150876
-0.212080166	0.017312657	-0.26530081	-0.251906395	-0.203594655	-0.177024111
-0.212090209	0.017206455	-0.267034292	-0.251878649	-0.203337282	-0.178036317
-0.212303773	0.017116318	-0.263619989	-0.251927853	-0.204702497	-0.17354764
-0.212190464	0.016849704	-0.256621957	-0.251902997	-0.206608877	-0.16697365
-0.211820588	0.015841329	-0.2530047	-0.251951963	-0.207111701	-0.163749412
-0.217884794	0.016991647	-0.238141581	-0.255438536	-0.206799597	-0.149597779
-0.220128775	0.021135192	-0.239931822	-0.256002516	-0.204942092	-0.150942758
-0.221563995	0.021598892	-0.236443013	-0.257870227	-0.204690322	-0.148243055
-0.221415177	0.02207287	-0.235291213	-0.258937538	-0.202050298	-0.148874521
-0.220931754	0.023230975	-0.23592414	-0.261376143	-0.197177351	-0.149439007
-0.220988676	0.023527134	-0.236710176	-0.262301147	-0.197260886	-0.150001019
-0.220579639	0.023708407	-0.236983061	-0.262058198	-0.198314697	-0.150028303
-0.22063604	0.023712518	-0.238574356	-0.261999071	-0.198399663	-0.151008531
-0.219796449	0.024364151	-0.238744646	-0.261906117	-0.198196739	-0.151246518
-0.219744042	0.02482941	-0.238950565	-0.261820406	-0.198265627	-0.151582628
-0.219482929	0.025470739	-0.238480642	-0.261876196	-0.198208287	-0.151713863
-0.218743429	0.024295965	-0.238209993	-0.261760503	-0.198533326	-0.151478052
-0.218731895	0.023828316	-0.238350287	-0.261630118	-0.199611351	-0.151601315
inf	inf	inf	inf	inf	inf
-0.20293507	0.019810913	-0.239738166	-0.256572962	-0.209876329	-0.154182285
-0.154855713	0.002618347	-0.26508832	-0.256016314	-0.215196237	-0.199698642
0.035974506	-0.123504184	-0.266660899	-0.200031921	-0.229814902	-0.200592712
0.075480729	-0.185710967	-0.257701933	-0.151441604	-0.239878893	-0.194826379
0.076208189	-0.161717817	-0.288520455	-0.146953523	-0.236692324	-0.229874179
0.077883281	-0.15809086	-0.28616035	-0.146026909	-0.236109287	-0.230691224
0.090149477	-0.139927074	-0.304876834	-0.137227684	-0.228245243	-0.255856335
0.095434561	-0.111028127	-0.35532406	-0.140944794	-0.21085313	-0.296870887
0.081380606	-0.020340851	-0.391188532	-0.138449922	-0.189992309	-0.328621149
0.087428845	0.015825871	-0.377479106	-0.120228291	-0.18034488	-0.312175035
0.097251534	0.02781984	-0.390123278	-0.107082605	-0.168902233	-0.327398062
0.096515544	0.008487236	-0.37341857	-0.116020478	-0.168266699	-0.312398195
0.081893086	-0.11264433	-0.369741201	-0.150743812	-0.190764427	-0.304773957
0.075336777	-0.133475482	-0.364878446	-0.156610191	-0.20640485	-0.304189891
